SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName
2023-24,203937,Kyle Anderson,Kyle,1610612750,MIN,Minnesota Timberwolves,0042300161,2024-04-20T00:00:00,MIN vs. PHX,W,4.883333333333334,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,2,2,2.0,0,0,2.0,1,1,1,1,14,7,9,5,3,4,3,5,5,5,8,11,11,14,8,7,5,1,8,8,9,4,14,1,1,14,1,203937,Kyle Anderson
2023-24,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,2.533333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,-2,3.0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,203648,Thanasis Antetokounmpo
2023-24,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,2.1666666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,4,3.0,0,0,2.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,203648,Thanasis Antetokounmpo
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300137,2024-05-05T00:00:00,ORL @ CLE,L,13.07,3,5,0.6,0,0,0.0,2,2,1.0,1,1,2,1,1,0,1,0,5,2,8,8,13.9,0,0,13.0,1,4,4,4,5,3,4,1,3,7,3,2,2,1,1,4,3,3,1,5,1,1,7,1,3,3,3,1,1,3,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300136,2024-05-03T00:00:00,ORL vs. CLE,W,18.885,4,10,0.4,1,3,0.333,0,0,0.0,1,2,3,1,0,1,0,1,3,1,9,6,17.1,0,0,16.0,1,1,1,1,1,1,1,3,1,2,1,5,5,5,1,2,2,3,6,1,2,5,6,3,2,4,2,1,1,2,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300135,2024-04-30T00:00:00,ORL @ CLE,L,11.496666666666666,1,4,0.25,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,1,1,0,2,-14,4.9,0,0,5.0,1,4,4,4,6,4,5,4,3,4,3,5,5,5,3,2,3,3,1,5,2,5,1,6,6,7,7,1,1,6,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300134,2024-04-27T00:00:00,ORL vs. CLE,W,15.278333333333334,1,4,0.25,0,1,0.0,1,2,0.5,0,1,1,3,1,1,0,0,2,1,3,15,10.7,0,0,9.0,1,1,1,1,4,4,5,4,3,4,3,3,2,4,3,4,5,1,1,1,2,1,3,3,5,2,4,1,1,4,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300133,2024-04-25T00:00:00,ORL vs. CLE,W,16.266666666666666,4,7,0.571,1,3,0.333,1,1,1.0,0,1,1,3,1,1,0,0,2,0,10,16,17.7,0,0,17.0,1,1,1,1,3,1,2,2,1,2,1,3,4,1,3,4,5,1,1,1,2,1,3,6,1,1,1,1,1,1,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300132,2024-04-22T00:00:00,ORL @ CLE,L,16.883333333333333,0,4,0.0,0,1,0.0,0,0,0.0,0,5,5,0,1,0,0,1,2,1,0,-13,5.0,0,0,5.0,1,4,4,4,2,6,5,6,3,4,3,5,5,5,3,1,1,6,1,5,2,5,3,3,7,6,6,1,1,6,1,1630175,Cole Anthony
2023-24,1630175,Cole Anthony,Cole,1610612753,ORL,Orlando Magic,0042300131,2024-04-20T00:00:00,ORL @ CLE,L,11.033333333333333,0,7,0.0,0,4,0.0,4,4,1.0,0,1,1,0,0,1,0,0,1,2,4,-5,8.2,0,0,7.0,1,4,4,4,7,6,2,6,3,1,3,1,1,1,3,4,5,6,6,1,2,1,1,1,4,5,5,1,1,5,1,1630175,Cole Anthony
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300217,2024-05-19T00:00:00,NYK vs. IND,L,4.683333333333334,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,-6,5.0,0,0,6.0,1,7,7,7,9,9,9,1,6,9,1,5,5,5,7,9,9,5,7,6,7,1,1,6,9,7,9,2,1,9,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300212,2024-05-08T00:00:00,NYK vs. IND,W,27.9,10,19,0.526,4,7,0.571,4,6,0.667,1,3,4,3,0,0,1,0,1,3,28,10,40.3,0,0,41.0,1,1,1,1,8,1,1,4,1,1,3,1,1,2,2,6,5,2,7,6,3,1,3,1,1,2,3,2,1,1,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300211,2024-05-06T00:00:00,NYK vs. IND,W,42.083333333333336,5,14,0.357,3,7,0.429,0,0,0.0,0,9,9,4,2,2,0,2,1,0,13,12,33.8,0,0,33.0,1,1,1,1,4,6,4,9,2,1,4,5,5,5,7,2,2,1,2,1,7,8,3,6,6,1,4,2,1,4,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300116,2024-05-02T00:00:00,NYK @ PHI,W,45.25,8,17,0.471,2,5,0.4,1,3,0.333,1,8,9,0,1,2,2,3,3,3,19,8,40.8,0,0,38.0,1,1,1,1,3,2,2,7,4,3,5,3,2,4,2,3,2,5,3,1,2,9,7,1,2,3,1,2,1,2,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300115,2024-04-30T00:00:00,NYK vs. PHI,L,50.333333333333336,7,12,0.583,2,5,0.4,1,2,0.5,1,5,6,0,4,2,1,1,3,2,17,-10,29.2,0,0,31.0,1,7,7,7,1,4,5,3,4,3,5,3,3,3,2,4,4,5,1,1,3,6,7,5,3,8,6,2,1,5,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300114,2024-04-28T00:00:00,NYK @ PHI,W,46.81333333333333,8,16,0.5,0,4,0.0,0,0,0.0,2,12,14,0,1,0,3,0,3,3,16,3,40.8,1,0,36.0,1,1,1,1,2,2,3,5,8,5,8,5,5,5,1,1,1,5,3,6,1,1,7,1,5,4,1,1,1,3,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300113,2024-04-25T00:00:00,NYK @ PHI,L,39.35,7,11,0.636,3,4,0.75,0,0,0.0,1,3,4,2,1,1,1,1,2,0,17,-10,29.8,0,0,30.0,1,7,7,7,5,4,6,2,2,5,2,5,5,5,2,6,5,3,3,4,3,6,5,6,3,8,5,2,1,6,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300112,2024-04-22T00:00:00,NYK vs. PHI,W,36.5,4,10,0.4,0,3,0.0,2,2,1.0,0,4,4,1,0,0,1,0,0,3,10,1,19.3,0,0,17.0,1,1,1,1,6,8,7,8,8,7,8,2,3,1,7,5,5,4,7,6,3,1,1,1,8,5,7,2,1,8,1,1628384,OG Anunoby
2023-24,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042300111,2024-04-20T00:00:00,NYK vs. PHI,W,31.46,5,10,0.5,1,3,0.333,0,0,0.0,1,3,4,0,1,1,0,0,2,0,11,-5,17.8,0,0,18.0,1,1,1,1,7,6,7,5,6,7,7,5,5,5,2,6,5,5,3,4,7,1,5,6,7,6,8,2,1,7,1,1628384,OG Anunoby
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300137,2024-05-05T00:00:00,ORL @ CLE,L,41.95,10,28,0.357,3,6,0.5,15,18,0.833,4,12,16,2,5,3,1,2,3,10,38,-7,67.2,1,0,67.0,1,4,4,4,1,3,1,6,3,4,2,1,1,4,2,1,1,7,3,1,2,4,5,1,2,6,1,1,1,1,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300136,2024-05-03T00:00:00,ORL vs. CLE,W,41.833333333333336,9,20,0.45,2,5,0.4,7,10,0.7,1,7,8,4,3,1,0,3,0,8,27,3,42.6,0,0,43.0,1,1,1,1,2,4,4,4,4,5,4,2,2,5,3,3,3,4,6,3,4,6,1,2,4,4,4,3,1,4,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300135,2024-04-30T00:00:00,ORL @ CLE,L,37.70333333333333,14,24,0.583,4,7,0.571,7,8,0.875,0,8,8,4,5,0,0,0,2,7,39,4,49.6,0,0,55.0,1,4,4,4,5,1,3,1,1,2,1,2,3,3,6,2,3,4,3,6,4,1,3,3,1,3,3,3,1,3,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300134,2024-04-27T00:00:00,ORL vs. CLE,W,29.383333333333333,4,14,0.286,0,2,0.0,1,1,1.0,0,4,4,5,4,1,2,1,2,1,9,7,26.3,0,0,24.0,1,1,1,1,6,7,7,7,7,7,7,6,7,1,6,6,6,1,5,3,1,3,3,6,7,2,7,3,1,7,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300133,2024-04-25T00:00:00,ORL vs. CLE,W,29.313333333333333,13,26,0.5,4,9,0.444,1,2,0.5,7,7,14,5,0,1,0,3,3,2,31,28,58.3,1,0,56.0,1,1,1,1,7,2,2,3,1,1,3,6,5,6,1,3,2,1,7,3,4,6,5,5,3,1,2,1,1,2,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300132,2024-04-22T00:00:00,ORL @ CLE,L,40.766666666666666,9,20,0.45,1,4,0.25,2,2,1.0,1,2,3,3,6,2,1,2,1,1,21,-4,32.1,0,0,34.0,1,4,4,4,4,4,4,4,6,6,6,5,5,1,3,7,7,6,2,2,2,4,2,6,6,5,5,3,1,6,1,1631094,Paolo Banchero
2023-24,1631094,Paolo Banchero,Paolo,1610612753,ORL,Orlando Magic,0042300131,2024-04-20T00:00:00,ORL @ CLE,L,41.25,9,17,0.529,2,7,0.286,4,8,0.5,1,6,7,5,9,0,0,0,3,5,24,-11,30.9,0,0,38.0,1,4,4,4,3,4,6,2,4,2,5,4,3,6,3,5,5,1,1,6,4,1,5,4,5,7,6,3,1,5,1,1631094,Paolo Banchero
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300116,2024-05-02T00:00:00,PHI vs. NYK,L,27.516666666666666,5,7,0.714,3,5,0.6,3,4,0.75,3,4,7,2,1,0,1,0,3,3,16,-6,29.4,0,0,30.0,1,3,3,3,4,1,2,1,1,2,1,1,1,1,1,3,2,1,2,2,2,1,3,1,1,4,1,1,1,1,1,201587,Nicolas Batum
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300115,2024-04-30T00:00:00,PHI @ NYK,W,33.0,3,8,0.375,2,6,0.333,0,0,0.0,2,6,8,1,2,0,1,0,3,0,8,5,20.1,0,0,21.0,1,1,1,1,1,2,1,4,2,1,4,4,4,4,3,1,1,3,1,2,2,1,3,4,2,2,3,1,1,2,1,201587,Nicolas Batum
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300114,2024-04-28T00:00:00,PHI vs. NYK,L,21.458333333333332,0,3,0.0,0,1,0.0,1,2,0.5,3,4,7,1,1,0,0,1,3,1,1,0,9.9,0,0,9.0,1,3,3,3,6,6,5,6,6,6,6,2,2,2,1,3,2,3,2,2,5,5,3,2,6,3,5,1,1,5,1,201587,Nicolas Batum
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300113,2024-04-25T00:00:00,PHI vs. NYK,W,29.066666666666666,1,2,0.5,1,2,0.5,1,2,0.5,0,6,6,2,0,1,2,0,1,1,4,9,23.2,0,0,19.0,1,1,1,1,3,4,6,2,4,5,2,2,2,2,5,1,4,1,5,1,1,1,2,2,4,1,2,1,1,3,1,201587,Nicolas Batum
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300112,2024-04-22T00:00:00,PHI @ NYK,L,32.583333333333336,2,5,0.4,2,4,0.5,0,0,0.0,1,4,5,1,0,0,0,1,3,0,6,-6,13.5,0,0,14.0,1,3,3,3,2,3,3,3,2,3,2,4,4,4,4,3,5,3,5,2,5,5,3,4,3,4,4,1,1,4,1,201587,Nicolas Batum
2023-24,201587,Nicolas Batum,Nicolas,1610612755,PHI,Philadelphia 76ers,0042300111,2024-04-20T00:00:00,PHI @ NYK,L,25.883333333333333,1,4,0.25,1,4,0.25,0,0,0.0,0,2,2,1,1,0,1,0,0,0,3,-20,8.9,0,0,9.0,1,3,3,3,5,4,4,5,4,3,5,4,4,4,5,6,6,3,2,2,2,1,1,4,5,6,6,1,1,5,1,201587,Nicolas Batum
2023-24,203078,Bradley Beal,Bradley,1610612756,PHX,Phoenix Suns,0042300164,2024-04-28T00:00:00,PHX vs. MIN,L,31.36,4,13,0.308,1,5,0.2,0,0,0.0,1,0,1,2,6,0,1,0,6,0,9,-12,10.2,0,0,15.0,1,1,1,1,4,4,3,4,3,2,4,3,3,3,2,4,4,4,1,2,1,1,4,4,4,3,4,1,1,4,1,203078,Bradley Beal
2023-24,203078,Bradley Beal,Bradley,1610612756,PHX,Phoenix Suns,0042300163,2024-04-26T00:00:00,PHX vs. MIN,L,43.24333333333333,10,19,0.526,6,11,0.545,2,2,1.0,3,1,4,4,2,0,0,0,5,1,28,-19,36.8,0,0,42.0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,3,2,2,1,3,3,1,4,1,1,1,1,1,203078,Bradley Beal
2023-24,203078,Bradley Beal,Bradley,1610612756,PHX,Phoenix Suns,0042300162,2024-04-23T00:00:00,PHX @ MIN,L,42.266666666666666,6,17,0.353,2,4,0.5,0,0,0.0,1,3,4,6,4,0,0,1,2,3,14,-11,23.8,0,0,26.0,1,1,1,1,2,2,2,3,2,3,2,3,3,3,2,1,1,1,2,2,2,4,1,1,3,2,3,1,1,3,1,203078,Bradley Beal
2023-24,203078,Bradley Beal,Bradley,1610612756,PHX,Phoenix Suns,0042300161,2024-04-20T00:00:00,PHX @ MIN,L,37.285,6,10,0.6,1,3,0.333,2,3,0.667,1,1,2,6,1,3,0,0,2,2,15,-9,34.4,0,0,30.0,1,1,1,1,3,2,4,1,3,4,3,1,1,2,2,2,3,1,4,1,2,1,1,2,2,1,2,1,1,2,1,203078,Bradley Beal
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,22.683333333333334,1,5,0.2,0,2,0.0,0,0,0.0,1,1,2,1,1,1,0,0,1,0,2,-19,7.9,0,0,7.0,1,3,3,3,4,5,4,5,4,4,4,1,1,1,1,5,4,2,2,2,1,1,2,1,5,5,4,1,1,4,1,1627736,Malik Beasley
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30T00:00:00,MIL vs. IND,W,27.94,7,11,0.636,4,6,0.667,0,0,0.0,0,4,4,0,0,3,0,1,5,0,18,4,31.8,0,0,32.0,1,1,1,1,3,2,2,2,1,3,1,1,1,1,2,1,1,4,3,1,1,4,6,1,2,2,1,1,1,1,1,1627736,Malik Beasley
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,34.45166666666667,8,12,0.667,4,7,0.571,0,0,0.0,0,3,3,2,0,0,0,1,1,0,20,-19,26.6,0,0,29.0,1,3,3,3,1,1,1,1,1,1,2,1,1,1,2,3,3,1,3,3,1,4,2,1,1,5,2,1,1,2,1,1627736,Malik Beasley
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300123,2024-04-26T00:00:00,MIL @ IND,L,6.916666666666667,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,-11,1.5,0,0,1.0,1,3,3,3,6,6,6,6,4,4,4,1,1,1,2,6,6,2,3,3,1,1,2,1,6,4,6,1,1,6,1,1627736,Malik Beasley
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23T00:00:00,MIL vs. IND,L,10.17,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,0,2,0,0,1,0,0,4,-4,4.4,0,0,6.0,1,3,3,3,5,4,5,3,4,6,4,1,1,1,2,4,4,4,1,3,1,4,1,1,4,3,5,1,1,5,1,1627736,Malik Beasley
2023-24,1627736,Malik Beasley,Malik,1610612749,MIL,Milwaukee Bucks,0042300121,2024-04-21T00:00:00,MIL vs. IND,W,28.935,3,7,0.429,3,7,0.429,0,0,0.0,0,4,4,0,0,0,0,0,1,0,9,11,13.8,0,0,16.0,1,1,1,1,2,3,3,4,3,1,3,1,1,1,2,1,1,4,3,3,1,1,2,1,3,1,3,1,1,3,1,1627736,Malik Beasley
2023-24,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,2.533333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,-2,3.0,0,0,2.0,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,3,4,1,1,1,1,1,1630699,MarJon Beauchamp
2023-24,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30T00:00:00,MIL vs. IND,W,1.3333333333333333,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,0,1,1,-1,2.2,0,0,2.0,1,1,1,1,4,2,4,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,1,1630699,MarJon Beauchamp
2023-24,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,2.1666666666666665,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,4,2.0,0,0,2.0,1,2,2,2,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,4,2,1,1,3,1,1,1,1,1630699,MarJon Beauchamp
2023-24,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23T00:00:00,MIL vs. IND,L,3.7333333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,2,-1.0,0,0,0.0,1,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,1,1,1,4,1,2,3,2,4,1,1,4,1,1630699,MarJon Beauchamp
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,39.75,3,11,0.273,0,3,0.0,0,0,0.0,0,2,2,5,0,0,0,1,1,3,6,-11,15.9,0,0,13.0,1,3,3,3,2,2,1,5,5,1,5,5,5,5,5,4,4,3,5,5,4,5,1,2,4,5,5,2,1,6,1,201976,Patrick Beverley
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30T00:00:00,MIL vs. IND,W,36.34166666666667,4,7,0.571,1,2,0.5,4,5,0.8,1,3,4,12,2,2,1,0,3,5,13,36,42.8,1,0,36.0,1,1,1,1,4,1,2,2,1,2,3,1,1,3,1,2,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,201976,Patrick Beverley
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,20.616666666666667,3,6,0.5,1,1,1.0,2,2,1.0,0,1,1,4,0,1,0,0,1,1,9,-8,19.2,0,0,17.0,1,3,3,3,6,2,3,3,1,5,1,4,4,1,5,5,6,4,5,3,4,1,1,5,3,3,4,2,1,4,1,201976,Patrick Beverley
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300123,2024-04-26T00:00:00,MIL @ IND,L,42.2,3,5,0.6,1,1,1.0,4,5,0.8,1,1,2,1,2,0,1,0,6,2,11,-8,15.9,0,0,17.0,1,3,3,3,1,2,4,1,1,5,1,1,1,3,1,5,4,6,1,5,2,1,6,4,2,3,5,2,1,4,1,201976,Patrick Beverley
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23T00:00:00,MIL vs. IND,L,34.03333333333333,1,5,0.2,0,2,0.0,3,3,1.0,1,3,4,3,1,1,2,0,2,3,5,-27,22.3,0,0,18.0,1,3,3,3,5,6,4,6,5,2,5,3,3,1,1,2,2,5,3,3,1,1,3,2,5,6,3,2,1,3,1,201976,Patrick Beverley
2023-24,201976,Patrick Beverley,Patrick,1610612749,MIL,Milwaukee Bucks,0042300121,2024-04-21T00:00:00,MIL vs. IND,W,36.61833333333333,2,5,0.4,1,2,0.5,0,0,0.0,1,6,7,8,1,2,0,1,3,1,5,17,30.4,0,0,25.0,1,1,1,1,3,5,4,4,1,2,3,5,5,5,1,1,1,2,3,1,4,5,4,5,5,2,2,2,1,2,1,201976,Patrick Beverley
2023-24,1629048,Goga Bitadze,Goga,1610612753,ORL,Orlando Magic,0042300134,2024-04-27T00:00:00,ORL vs. CLE,W,4.166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,-6,1.5,0,0,1.0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1629048,Goga Bitadze
2023-24,1629048,Goga Bitadze,Goga,1610612753,ORL,Orlando Magic,0042300133,2024-04-25T00:00:00,ORL vs. CLE,W,5.583333333333333,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,1,1,0,0,0,0,0,0,-2,4.1,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1629048,Goga Bitadze
2023-24,1641710,Anthony Black,Anthony,1610612753,ORL,Orlando Magic,0042300134,2024-04-27T00:00:00,ORL vs. CLE,W,4.166666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,2,-6,1.0,0,0,2.0,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1641710,Anthony Black
2023-24,1641710,Anthony Black,Anthony,1610612753,ORL,Orlando Magic,0042300133,2024-04-25T00:00:00,ORL vs. CLE,W,6.6,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,2,0,1,0,1,0,0,4,-2,12.4,0,0,10.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1641710,Anthony Black
2023-24,202711,Bojan Bogdanovic,Bojan,1610612752,NYK,New York Knicks,0042300114,2024-04-28T00:00:00,NYK @ PHI,W,1.1866666666666668,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0,0,0.0,1,1,1,1,4,4,4,4,4,4,4,3,3,3,2,4,4,4,2,1,2,1,1,2,4,2,4,1,1,4,1,202711,Bojan Bogdanovic
2023-24,202711,Bojan Bogdanovic,Bojan,1610612752,NYK,New York Knicks,0042300113,2024-04-25T00:00:00,NYK @ PHI,L,13.283333333333333,1,5,0.2,1,3,0.333,2,3,0.667,0,3,3,1,1,0,1,1,0,1,5,1,12.1,0,0,12.0,1,4,4,4,2,3,3,3,3,3,2,1,2,1,2,2,2,2,1,1,1,3,1,2,3,4,2,1,1,2,1,202711,Bojan Bogdanovic
2023-24,202711,Bojan Bogdanovic,Bojan,1610612752,NYK,New York Knicks,0042300112,2024-04-22T00:00:00,NYK vs. PHI,W,11.5,2,7,0.286,2,6,0.333,0,0,0.0,0,2,2,2,0,0,0,0,1,0,6,2,11.4,0,0,12.0,1,1,1,1,3,2,2,2,2,1,2,3,3,3,2,3,3,1,2,1,2,1,3,4,2,2,3,1,1,2,1,202711,Bojan Bogdanovic
2023-24,202711,Bojan Bogdanovic,Bojan,1610612752,NYK,New York Knicks,0042300111,2024-04-20T00:00:00,NYK vs. PHI,W,24.8,4,12,0.333,3,6,0.5,2,4,0.5,1,6,7,1,0,0,0,2,2,3,13,27,22.9,0,0,24.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,4,4,1,1,1,1,1,1,1,1,202711,Bojan Bogdanovic
2023-24,1629626,Bol Bol,Bol,1610612756,PHX,Phoenix Suns,0042300163,2024-04-26T00:00:00,PHX vs. MIN,L,7.14,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,2,0,2,1,6.2,0,0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1629626,Bol Bol
2023-24,1629626,Bol Bol,Bol,1610612756,PHX,Phoenix Suns,0042300162,2024-04-23T00:00:00,PHX @ MIN,L,2.283333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,5,2.4,0,0,2.0,1,1,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1629626,Bol Bol
2023-24,1629626,Bol Bol,Bol,1610612756,PHX,Phoenix Suns,0042300161,2024-04-20T00:00:00,PHX @ MIN,L,3.6166666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-5,1.2,0,0,1.0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,3,3,1,1,3,1,1629626,Bol Bol
